"title","content","date","variant","images","verified","author","rating","product","url"
"Not much difference with the previous version","The only difference of this version with the previous one is the A12 bionic chip. That's it. When iPad Air has evolved with a large step forward, the base model is still going around in circles. The improvement in speed is hardly detectable, if you only use this iPad to watch YouTube, web browsing, play music, etc. Considering the A10 Fusion chip in the previous model is already very powerful, you don't need A12 bionic at all for these tasks. If you want to create videos, make some cool illustrations with Procreate, go for iPad Air. So my suggestion is, buy the previous version if you only need it for some casual tasks. And buy iPad Air or even Pro if you want to do some creative works. Pros: - It's from Apple? Cons: - Not much difference with previous model - No USB-C connection - No multi-user option","06 Oct 2020","Size: 128GB Style: WiFi Color: Space Gray","","Yes","IvanZ","3.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"DEFECTIVE IPAD","TRIED TO TURN ON IPAD AND ACTIVATE IT USING MY Apple ID AND IT WILL NOT WORK. IT KEEPS SAYING ""IT MIGHT TAKE A FEW MINUTES FOR YOUR APPLE IPAD."" I'M NOT SURE I WOULD RECOMMEND THIS JUST BECAUSE OF THE HEADACHE. I TRIED CALLING APPLE THEY COULDN'T HELP ME. GO TO Best Buy. DON'T WASTE YOUR TIME.","12 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/71-QdYMTEfL._SY88.jpg","Yes","Lance Sutherland","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Brand new iPad wouldn't complete initial setup. Returning.","Purchased this for my wife. During startup it gets stuck on ""It takes a few minutes to set up your Apple ID..."". Amazon chat support had me do the usual shut it off, turn it back on again and couldn't help me further. Apple Support told me I had to physically connect the iPad to my PC (no other Apple products in the home) to do a restore, but of course Apple has a proprietary USB-C connector so I am off to the store to try to find an adapter or cord. I'm sure this iPad will be great after I can finally get it started and working. Don't buy this from Amazon, unless you already have an iPad and are upgrading, or have an Apple computer. Just go to the Apple store directly. Save yourself the time and hassle. Update: I spent hours on chat with Apple Support trying to restore this iPad to factory settings. I had to purchase a USB adaptor to connect it to my PC to do so. Nothing working. Returning this crap.","19 Oct 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","Briggenti","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Too little storage","I've had this product for a few months and highly recommend it. Excellent display Access to the huge library of apps Web surfing The only issue is storage. If your budget can afford it, get the 128GB model, especially if you intend to keep it for a few years. You will exhaust the 32 GB very quickly (I have already)","21 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","trekkermd","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"BOX ALREADY OPENED","Seems intact, but box was very clearly opened and parts scattered inside.","28 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Jason E. Payne","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Great product for the price!!!","I love it! It’s fast and easy to use plus it’s super affordable compared to the other models and i’m pretty sure they work the same! At first when i placed my order I thought the screen was going to be small because 10 inches didn’t seem like a lot but it’s actually a good size screen. The display is beautiful and picture quality is great. I don’t mind touch ID on it but my phone is an 11 so it’s taking a second to get used to the old controls of pressing home twice to open the multitasking screen but other than that it’s super easy to use. I got the apple pen (1st gen) and a keyboard for it and it’s working great, the multitasking is amazing and it’s like I have a mini laptop everywhere I go. Perfect for student, the screen quality is amazing and the battery lasts all day long.","29 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","broccolihead","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Don’t buy an iPad from Amazon.","Amazon sold me a broken iPad and the process of trying to get a replacement was the most tedious and unsuccessful waste of time! I ended up sending the iPad back and buying another one from Best Buy. Amazon sells AppleCare products but CANNOT EVEN HONOR THEM!! Apple acknowledges the plans but makes you spend more money just to even use it!! I personally won’t order another iPad from Amazon. Ever.","02 Dec 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","Bethany Davis","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"BEWARE","Be aware the new ipads will NOT let you opt out of two factor authentication. We just got ours today and set up with brand new account and even called apple support. It is not an option on the new 2020 products. ","10 Oct 2020","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Joan L. Brock","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"Perfect!","I am loving this IPad already! Although it did get held  back for shipping for a couple extra days I’m so happy to have it now! super easy to set up and only needed a couple things to update and clarify when starting it up, came fully charged and ready to go!","26 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/711DpTnAD8L._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/71GMRnmsSsL._SY88.jpg","Yes","Michael Ferguson","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"sold by amazon a used one , can not return like other products  cry.","see the photo, it takes me ten days to connect to wifi, after two hrs taling to apple technical lady.i see it says""verehs"". so it is used one then amazon sell as new one. so urgely amazon","02 Nov 2020","Size: 128GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/51oRfJf-RuL._SY88.jpg","Yes","leo","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2"
"It's an ipad","My old ipad was over 10 years old, still working on original battery but of course it could not be updated any longer and few of the apps that I wanted worked with the old ios.  So, you take your old ipad  (Apple offered $20), backup with password to your computer with itunes and restore to your new ipad with itunes. Using password keeps your stuff, make sure you know your passwords to apple ahead of time. Problems, some of my old apps were no longer available on app store even though they were paid apps. Not the end of the world. The latest ios was not on my ipad and when I tried to update with itunes the update failed. That was a first for me. I let the ipad update by wifi and that updated but never had an itunes update fail. So far satisfied, battery life very long, safari works better on this than the old ipad. Fingerprint thing works. All in all a good ipad. Hope it lasts as long as the old one. Old one still works but can't update ios and therefore newer apps don't work.","10 Nov 2020","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Amazon Customer","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"4th iPad ..as expected","I do have a gripe too buying the newest model with no facial recognition and losing the space required for the old thumb button . But I am laughing some at the other negative review that it came with no instruction . No apple devices ever come with instructions. It’s so easy to setup , please apple , do not waste the paper or resources to do this .  And these devices never come with a separate keyboard . It’s digital or buy a separate one. Oy ... ","27 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","No","kjunreb","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"What's not to love?","I have now had the iPad for 3 days. I bought it with the intention of transitioning into doing digital art. Might I say, it did not disappoint. Overall, the graphics are good, it speedily gets everything done that I need. Purchased the apple pencil with if and a screen protector and im glad about the purchase. I'd say anyone on a budget, don't be afraid to buy the iPad it's great and is def. Helping me in the place of having to do mundane tasks I'd be doing on. Laptop. Within a year, I'll be upgrading to the pro.","30 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Jeffrey","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Bricked","awful, bricked on delivery! $350 on a product I cant even activate","30 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Amazon Customer","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"IF AMAZON WANTS TO STAY IN BUSINESS SELL MADE IN USA ONLY!","14 Nov 2020, I purchase this New Apple iPad Air (8th generation) from Amazon.  Already it has a malfunctioning charging cord.  The iPad works well, as long as I can find a charger which will work with it.  For years I have purchased electronic/digital products from Amazon, almost all of which have been MADE IN CHINA, and they malfunction.  In Jan 2021, I purchase from Amazon medical equipment GUARANTEED to be MADE IN THE USA!  The Chinese products are Pure Junk!  My 40 yr old equipment MADE IN THE USA works Far Better than Imported Junk! If Jeff Bezos hopes to keep Amazon in business, Amazon needs to reconsider its product line.  Hence forth, I buy Only Products MADE IN THE USA!!  Fed Up In TEXAS!","17 Jan 2021","Size: 128GB Style: WiFi Color: Silver","","Yes","Jorja Shannon","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"The best bang for your buck","Absolutely perfect! Great value for your money and a great starter tablet!","08 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/61tJs1LPbsL._SY88.jpg","Yes","Seanda","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Be careful about getting an older ios version","Got the ipad but it took 3.5 hrs to get it working correctly with the latest ios; it was Apple's falt I endured Apple support hell. WARNING: Be aware this tablet may not have with the latest ios installed and you will have to update and spend a lot of time with Apple support to get the tablet working correctly. Apple does not respect you and is playing a game with Amazon regards to inventory.","16 Oct 2020","Size: 128GB Style: WiFi Color: Silver","","Yes","A. Meit","3.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Elegant and very fast","I have the last generation and got this one for my other daughter that needed one for online classes and I'm very satisfied with the quality. Compared to the last year model is practically the same, the only difference is the cpu that is faster thanks to A12 Bionic. Games runs smoothly,apps open very fast and responsive and the display looks amazing. Apple still have the Free 1 year apple TV subscription with the purchase of any new device. Looking for a nice tablet and don't want to spend a lot of money you should go with the iPad.","15 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/61lXfcWQ7HL._SY88.jpg
https://images-na.ssl-images-amazon.com/images/I/61poxGHQNBL._SY88.jpg","Yes","luishiram51","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"This is not worth it","I bought this to help me edit videos and it worked fine up until I woke up in the morning and it no longer wanted to connect to WiFi and the fact that I can't even factory reset it now because I need to connect to WiFi is Bs. Also if you want it for gaming it's a big no games are horribly optimized for it and fps drops are common","10 Nov 2020","Size: 128GB Style: WiFi Color: Space Gray","","Yes","Gabriel","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"good for art, good for daily use, good price","This is a great value for what you're paying for. The display is bright, colorful, and reasonably sized. It is easy to use and has a wide array of applications to download upon setting up. The price is very reasonable for what is essentially a portable laptop. I purchased for art along with the apple pen, it works very well for art and art programs and is a good alternative for the ipad pro. The camera has an excellent quality. I would highly recommend.","14 Oct 2020","Size: 32GB Style: WiFi Color: Silver","https://images-na.ssl-images-amazon.com/images/I/61IT6bkUQfL._SY88.jpg","Yes","Sarah Pfefferle","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=3"
"Must have!","Love the speed, look and all the features. If I’d order this through the Apple store I would’ve had to wait a month, I got it on Prime for the same price and in 2 days! I highly recommend getting this iPad, so worth it!","05 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","B. Flores","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Great tablet for handicapped","This is the newest model (8th gen) but it still doesn’t have face recognition. Otherwise it is pretty awesome. I ordered it for my dad to use with his Parkinson's, and he can still use the fingerprint reader so it’s ok that it doesn’t do facial recognition. Maybe with a future update they will add it.","01 Oct 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Kevin","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Bad camera, grainy photos - Update","My previous iPad died after less than three years of use, and aside of its early demise, I was very pleased with it. So, I immediately got the 2020 version of the same, which, however, it’s not the same at all. Many issues with it, but the worst is the camera - I haven’t seen such a poor quality photos and videos since the silent movies. People I chat with on Zoom and Messenger noticed that as well. I see on the forums people complaining of the same, even with the more expensive models. Apple, what’s up? Update: After half a day of hassle, I was able to persuade Amazon to authorize an exchange, so I returned it and got a new one. Well, the camera is slightly better, but still much, much worse than the cameras on my two old iPads I still use, one of them a really old one. It is more than clear that Apple are cutting corners. I am disappointed. On a brighter note, the display has gotten better than it used to be. Apple customers service and tech support is just dismal. If I continue using Apple products, I’ll buy directly from their outlets, so issues and returns are a bit easier to address. Good luck!","11 Jan 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","SC","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"If you need more storage, don't buy this. Horrible slow and useless","Battery is awful, Storage non existent, use is pointless. These are built for children, not adults. Adding the external microSD card reader, doesn't help, its slow, it can takes minutes to pull up files, then those files can randomly disappear.  (using the fastest Toshiba MicroSD 128GB) I've been told over and over, how great apple ipads are. They're not. Apple Tablets, are for children, to watch Dora the explorer, while eating breakfast; not grown adults, to actually accomplish something of value. I've owned a Top shelf tablet from Apple, Microsoft, and Google, they're akin to children's coloring books, nothing more. I've read there isn't a SD card slot, because Steve Jobs didn't like ""the Look"" Because the SD card reader dangling from the bottom or wobbling on top looks amazing.","20 Jan 2021","Size: 32GB Style: WiFi Color: Space Gray","https://images-na.ssl-images-amazon.com/images/I/C10MAMj4V7S._SY88.jpg","Yes","Chris","1.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Very Easy to Set Up","Talk about loving the new iPad!!!  It was so easy to set up, I just held the old iPad next to the new one and everything transferred over. HOW GREAT IS THAT!!!! The battery life is fantastic, I can play my games all day and still have life at the end of the day.  I haven't tried to watch a movie yet but my hubby has on his(it's new too) and he has not had any trouble with it buffering.  The price was reasonable. Highly recommend the new iPad to everyone!! Run out and get one, or simply order it, it didn't take that long to receive it!!!","29 Dec 2020","Size: 32GB Style: WiFi Color: Gold","","Yes","LeeAnn","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Really Fast","This is quit a bit faster than the Gen 7. I am loving this one, and glad I waited.","29 Sep 2020","Size: 32GB Style: WiFi Color: Space Gray","","Yes","stanley Riles","5.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
"Solid multitasking device","The base level iPad is a surprisingly competent device for casual use and the occasional work session. I have a gaming laptop for my regular machine so this is a welcome addition to my desk, especially with the Apple Pencil. < Pros > Very fast A12 mobile chip, it powers through websites like they're nothing. The screen is sharp and clear - I'm not sure what 2160x1620 is considered, but I'd say somewhere between 1080p and Quad HD. Colors are super bright, but blacks are lackluster. 3GB RAM allows for some multitasking! Apple Pencil is absolutely necessary (and fantastic) for artists or people who prefer to hand-write their notes. Build quality is fantastic, but this is Apple. Did you expect anything else? The speakers are great. Bass is prevalent. The rear camera is pretty high-quality and useful for taking pictures of documents to electronically write on. < Cons > 10.2"" screen/4:3 ratio and the aforementioned 3GB RAM limits how much you can multitask. 32GB of storage is unacceptable in today's world. Consider getting more Google Drive or iCloud storage, or buying the 128GB model. Accessories are WILDLY expensive. I ended up getting the Apple Pencil used and an off-brand keyboard called Typecase. (BTW, Typecase is more versatile, better, and cheaper than any Apple keyboard.) There's no convenient place to store the Apple Pencil like on the newer iPads. Lightning charging is the bane of my existence. I wish they'd just go with USB-C. The webcam is atrocious and badly placed. Landscape mode would be ideal for teleconferencing. This may seem like a lot of cons, but the pros outweigh them, especially for the price. If you can afford the Air, go for the Air, but if you're strapped for cash like me, definitely check this out.","22 Feb 2021","Size: 32GB Style: WiFi Color: Space Gray","","Yes","Chris Capaccio","4.0","2020 Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)","https://www.amazon.com/Apple-iPad-10-2-inch-Wi-Fi-32GB/product-reviews/B08J65DST5/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=4"
